GSM110625	GSM110626	GSM110627	GSM110628	GSM110629	GSM110630	GSM110631	GSM110632	GSM110633	GSM110634	GSM110635	GSM110636	GSM110637	GSM110638	GSM110639	GSM110640	GSM110641	GSM110642	GSM110643	GSM110644	GSM110645	GSM110646	GSM110647	GSM110648	GSM110649	GSM110650	GSM110651	GSM110652	GSM110653	GSM110654	GSM110655	GSM110656	GSM110657	GSM110658	GSM110659	GSM110660	GSM110661	GSM110662	GSM110663	GSM110664	GSM110665	GSM110666	GSM110667	GSM110668	GSM110669	GSM110670	GSM110671	GSM110672	GSM110673	GSM110674	GSM110675	GSM110676	GSM110677	GSM110678	GSM110679	GSM110680	GSM110681	GSM110682	GSM110683	GSM110684	GSM110685	GSM110686	GSM110687	GSM110688	GSM110689	GSM110690	GSM110691	GSM110692	GSM110693	GSM110694	GSM110695	GSM110696	GSM110697	GSM110698	GSM110699	GSM110700	GSM110701	GSM110702	GSM110703	GSM110704	GSM110705	GSM110706	GSM110707	GSM110708	GSM110709	GSM110710	GSM110711	GSM110712	GSM110713	GSM110714	GSM110715	GSM110716	GSM110717	GSM110718	GSM110719	GSM110720	GSM110721	GSM110722	GSM110723	GSM110724	GSM110725	GSM110726	GSM110727	GSM110728	GSM110729	GSM110730	GSM110731	GSM110732	GSM110733	GSM110734	GSM110735	GSM110736	GSM110737	GSM110738	GSM110739	GSM110740	GSM110741	GSM110742	GSM110743	GSM110744	GSM110745	GSM110746	GSM110747	GSM110748	GSM110749	GSM110750	GSM110751	GSM110752	GSM110753	GSM110754	GSM110755	GSM110756	GSM110757	GSM110758	GSM110759	GSM110760	GSM110761	GSM110762	GSM110763	GSM110764	GSM110765	GSM110766	GSM110767	GSM110768	GSM110769	GSM110770	GSM110771	GSM110772	GSM110773	GSM110774	GSM110775	GSM110776	GSM110777	GSM110778	GSM110779	GSM110780	GSM110781	GSM110782	GSM110783	GSM110784	GSM110785	GSM110786	GSM110787	GSM110788	GSM110789	GSM110790	GSM110791	GSM110792	GSM110793	GSM110794	GSM110795	GSM110796	GSM110797	GSM110798	GSM110799	GSM110800	GSM110801	GSM110802	GSM110803	GSM110804	GSM110805	GSM110806	GSM110807	GSM110808	GSM110809	GSM110810	GSM110811	GSM110812	GSM110813	GSM110814	GSM110815	GSM110816	GSM110817	GSM110818	GSM110819	GSM110820	GSM110821	GSM110822	GSM110823	GSM110824	GSM110825	GSM110826	GSM110827	GSM110828	GSM110829	GSM110830	GSM110831	GSM110832	GSM110833	GSM110834	GSM110835	GSM110836	GSM110837	GSM110838	GSM110839	GSM110840	GSM110841	GSM110842	GSM110843	GSM110844	GSM110845	GSM110846	GSM110847	GSM110848	GSM110849	GSM110850	GSM110851	GSM110852	GSM110853	GSM110854	GSM110855	GSM110856	GSM110857	GSM110858	GSM110859	GSM110860	GSM110861	GSM110862	GSM110863	GSM110864	GSM110865	GSM110866	GSM110867	GSM110868	GSM110869	GSM110870	GSM110871	GSM110872	GSM110873
MRPL13	6.50085	7.014295	6.487252	7.039359	8.044384	7.003067	6.638129	7.373852	7.507668	7.03945	6.61194	6.502038	7.235348	6.796302	6.44537	6.963386	6.8449	7.922521	6.52511	7.120832	7.917943	7.181617	7.314063	7.014605	6.725061	6.72127	7.912795	6.786603	6.634536	6.123995	7.347319	7.315942	7.950417	7.554256	6.539547	7.347615	6.038672	6.390011	6.954367	7.24468	7.482449	6.415725	6.505807	6.298722	6.711633	6.861382	6.514403	6.562684	7.833499	6.5267	7.935728	7.236014	7.194382	7.243484	7.021897	6.662109	7.398262	8.035829	7.214066	7.040266	6.25842	7.287267	6.854311	6.603253	7.00324	6.84544	6.765918	6.845208	6.885329	7.795994	7.183804	6.43611	6.911306	7.407527	7.576446	6.709069	7.279334	7.087467	8.163957	6.692677	7.072632	7.404158	6.918226	6.84123	8.212463	7.310193	7.52876	6.332465	6.764319	7.924203	6.98719	6.514683	6.60279	6.801826	7.835902	7.010803	8.232925	7.367376	7.488188	7.059023	7.115103	6.78188	7.025246	6.756771	7.647357	6.800557	6.231331	6.915047	7.201991	7.434671	6.637239	8.431068	8.418193	6.839225	6.894575	8.042424	7.466597	6.688869	7.322857	6.525854	7.176023	6.960298	7.327325	7.670207	6.896211	8.353687	7.152913	8.187006	7.638814	7.091699	7.503363	6.927918	6.503733	7.466883	6.95228	7.952608	6.33125	7.372915	6.705581	7.669806	6.982228	6.431626	6.883041	8.077756	7.088176	6.413176	6.818247	7.36417	6.66296	7.317262	6.820733	6.388638	6.673124	7.666681	8.092298	7.400968	6.847414	7.57761	6.627401	6.650881	6.328634	6.591958	6.589039	6.502903	6.908837	7.375532	7.06536	6.690365	6.978971	6.951245	7.37261	6.249368	6.421369	6.698612	7.006431	7.112855	7.053598	7.524539	6.876037	6.573011	6.6827	6.976626	7.562171	6.419196	7.040012	6.837477	6.795511	8.896607	7.736833	6.970581	6.520773	6.564669	7.070644	7.189726	7.484473	6.68084	6.934022	7.458544	7.635406	6.93696	7.602893	7.079276	7.141993	8.058556	6.863761	6.939865	6.872932	7.586389	7.008996	7.362308	8.17014	7.469236	7.188713	6.66053	8.580795	7.162679	6.573385	7.169346	7.947813	6.493078	7.042043	7.72954	8.06391	8.300089	6.762816	6.962936	6.930499	7.085707	7.415462	6.812495	7.174645	6.597615	6.721133	7.502433	7.476113	6.755499	7.488616	7.097188	8.107119	7.354571	6.520413	7.383872	7.808413	6.013045	7.748201	7.025132	6.516677	7.26916	7.170925
NFKBIA	9.139486	9.339048	9.547391	9.551111	9.422051	9.300007	8.892068	9.571197	9.700214	9.309547	8.893679	9.553689	8.941735	9.179431	9.566561	9.098552	9.218124	9.299467	9.345623	9.141845	9.412848	9.358287	9.35319	8.827707	9.245112	9.240098	9.1266	9.018734	9.293599	9.7604	9.174396	9.183432	9.417555	9.447133	9.862186	8.993736	9.221767	9.367668	9.222901	8.940413	9.377919	9.300551	9.148385	9.737015	9.890666	9.043784	9.603515	9.37748	9.704761	8.976041	9.39847	9.343217	9.322565	8.65191	9.082306	9.809578	9.722048	9.437874	9.455247	9.618978	9.340076	9.189447	9.654964	8.825064	9.120875	8.856712	9.160385	9.270627	9.251587	9.684679	8.290479	9.520922	9.013248	9.486158	9.212431	9.722658	8.916466	9.395155	9.577344	8.825566	9.8203	8.968702	9.073996	9.586754	9.592796	9.002472	9.041406	10.139024	8.903674	9.198131	9.253428	9.478239	9.270238	9.046772	9.226351	9.497739	9.458152	9.6886	9.421477	9.170237	8.93763	9.3407	9.208726	8.920738	9.205675	9.406318	9.493148	9.641718	9.338068	8.472555	9.215227	9.034151	8.998829	9.221115	9.368048	9.798361	9.314859	9.358448	8.606674	9.533939	9.048431	9.655396	9.621727	9.418408	9.550105	9.700628	9.67354	9.441478	9.334821	9.399875	9.30378	9.682243	9.576892	8.690758	8.745663	9.304199	9.736671	9.160221	9.543475	9.187595	9.335093	9.340225	9.150982	8.881574	9.240896	9.286661	9.391092	9.328476	9.894509	9.057095	9.273777	9.345304	9.029977	9.318707	9.492568	8.842	9.324658	9.285945	9.012741	9.258218	9.192409	8.830947	9.116589	9.504146	8.911621	9.314873	9.110667	9.072663	9.128932	8.769918	9.886688	9.200109	9.321113	8.645289	9.122237	9.846369	9.53245	9.678174	8.889861	9.089379	9.354533	9.252569	9.333844	9.265618	9.378652	8.970621	8.613621	9.020156	9.454679	9.451659	8.6927	9.665482	8.872337	9.011929	9.011446	9.31943	9.265066	9.227926	8.949168	9.006844	9.915732	8.646061	9.267991	8.897378	9.786047	9.675834	9.194079	9.283105	9.372275	9.294313	9.557505	10.073806	8.783516	10.019619	10.26006	9.371972	9.097287	9.292784	8.58525	10.182103	9.614263	8.680709	9.747835	9.123548	9.245351	8.807278	9.3705	9.108086	9.312265	8.960751	8.632049	10.110428	9.426079	9.788689	9.152846	8.516246	9.372712	9.035952	9.182275	9.655198	8.879955	8.727648	9.266188	9.823017	9.686806	9.266388	9.180797	9.368332	9.332026
NGB	4.861881	3.727933	4.427148	3.782518	4.535827	3.190981	2.921558	4.407608	2.940183	4.608753	3.385277	4.490267	2.908973	3.436586	4.036095	4.085333	3.39189	4.834832	3.773361	4.717109	3.577921	3.354406	3.28287	4.095073	5.507539	3.129155	3.237068	3.742682	2.755321	3.764139	3.864318	4.412063	4.069871	3.194955	3.444827	2.546217	4.010236	3.97673	2.917149	2.654579	3.09829	3.636819	4.815172	2.849033	4.32163	4.1455	3.792663	3.058707	5.093588	4.669611	3.139723	2.911768	2.860011	2.974052	3.782378	2.854355	3.688369	3.991499	2.765739	2.736146	4.000068	3.750483	3.551465	3.643832	3.471563	3.692365	3.292118	3.430571	3.919156	2.921349	3.268787	4.810033	4.797035	3.458056	3.762263	4.901958	3.453381	2.537518	3.753802	3.150745	3.088534	4.739693	3.19983	3.302627	3.766161	3.545607	2.612282	4.219476	3.613499	2.93648	3.766004	4.583897	3.100123	3.841164	2.365974	3.617077	2.720094	2.41746	3.602011	3.609399	2.994139	3.842062	3.800073	2.890908	2.677841	3.732979	4.135186	4.202866	3.316877	4.919016	2.817168	3.352996	2.922478	3.062369	4.655741	4.085859	2.964879	3.031739	3.22298	3.85826	3.259235	2.894452	3.387219	3.924454	3.76265	3.359186	3.861179	3.504537	4.550983	2.620532	3.800297	4.016925	3.7817	3.844515	3.055658	3.644646	3.406261	4.127023	3.105133	4.006246	3.437127	4.217078	3.722101	3.746492	2.993003	2.591127	3.302866	4.027725	2.851413	2.909032	3.048759	2.686681	3.122031	3.910107	2.882072	4.479447	4.30215	3.518436	5.109008	2.972615	3.248815	3.089437	3.424892	3.003302	3.74021	3.161396	4.309686	3.189623	3.420108	3.350208	3.826208	4.315752	3.950551	3.947762	4.805734	3.440624	3.659732	4.941468	3.511746	4.173068	3.865049	4.872605	3.696053	4.3223	3.066188	5.188161	4.998442	3.172797	3.783994	3.272197	2.966587	4.84025	3.564709	2.949114	3.117323	3.765906	3.382158	3.03694	3.854368	3.936199	2.667822	3.570443	3.382232	4.324592	3.67464	2.468519	3.134067	3.565686	3.612505	3.118224	3.797083	3.809631	3.598007	2.987383	3.005643	3.537842	5.270258	2.722039	3.951552	4.071826	3.135432	4.078781	4.940596	3.397327	4.024189	3.715757	3.056638	4.058582	4.533479	4.689665	2.375642	2.782615	3.193063	3.509314	5.381736	3.355708	2.795449	2.507954	3.818573	3.333306	3.86484	4.362635	3.981437	4.529535	3.440379	3.766246	3.683909	3.948094	3.945782
NPR3	5.601813	6.823172	4.755026	5.993289	5.335642	5.694842	5.137051	4.842206	5.238412	4.658784	5.119797	5.127341	5.381527	5.595182	4.829052	4.753814	5.767535	5.269199	5.459203	5.285153	5.683221	5.11447	5.207974	5.232951	5.198834	5.173553	5.144509	5.663435	5.766296	5.146234	5.779827	4.83637	6.339069	5.728002	4.813281	5.093433	5.981404	5.298303	5.211029	5.72429	4.893719	5.908949	5.233916	5.266222	5.148626	5.44545	5.042486	5.221159	5.286549	5.20789	4.62123	5.335954	5.436243	4.863574	5.220066	4.941102	5.095612	5.466173	5.713121	5.262643	5.609254	5.679696	5.570184	5.487545	5.467331	4.939871	4.956689	5.715212	5.030132	4.881548	5.155139	5.903822	5.512799	5.824295	6.062109	5.195734	5.097842	5.319079	4.965601	5.69697	4.875257	5.471103	5.168283	4.92369	4.967847	5.477707	5.100833	5.222575	4.889454	5.154837	5.849614	5.454335	5.432614	4.90583	5.117281	4.678256	4.72898	5.804461	5.250194	4.978988	5.335295	5.523762	5.543327	5.582098	5.306407	5.495846	5.517869	4.847142	4.653637	5.610698	5.53779	5.132412	4.841004	5.534818	5.523982	4.779069	5.348012	5.350626	5.292251	5.586741	5.200934	5.029083	6.157147	5.230804	5.429547	5.97217	5.262993	5.140677	5.07275	5.589528	5.009294	5.22744	4.861912	4.933473	5.747147	5.221085	5.175422	6.026954	4.971061	7.37433	5.300241	5.215316	4.96645	5.230351	5.294598	4.984911	6.063048	6.42946	5.257068	5.56604	5.523538	5.053151	5.427069	5.116931	4.874125	5.953935	5.276171	4.953684	5.286093	5.589289	5.339735	5.202073	6.089731	5.352839	5.428771	5.01277	5.548831	5.871874	5.765405	5.768599	6.104795	5.420704	5.278851	5.663668	5.102091	6.0474	4.922113	5.199607	5.543534	5.44986	4.85704	5.074174	5.115746	5.343406	5.623352	5.84859	6.239509	4.491778	5.10333	5.317483	6.195565	5.340794	6.075987	5.844899	5.894616	5.098615	5.816659	5.331455	6.172441	5.50904	4.788199	5.07677	5.066161	5.04061	5.295532	5.62407	4.767785	4.592265	4.847773	6.481709	5.428029	5.157518	5.427375	5.717683	4.623497	5.06883	5.708771	5.321393	5.869777	5.732731	5.56343	5.266823	4.660457	5.211321	5.636184	5.205905	4.904594	5.23984	5.217088	5.279358	5.265629	4.879019	5.997579	5.349052	5.133653	5.469034	4.565484	4.765038	4.92677	5.597238	5.287904	5.514423	5.214708	5.04826	4.856882	5.161503	5.65813	5.033089	5.027319
NRG1	5.037847	4.474698	4.664719	4.925346	5.117777	4.630821	4.966238	3.649204	4.476712	4.243745	5.104223	4.366276	4.897094	4.069995	4.944245	4.805635	4.486904	4.885084	4.571328	4.853796	4.245194	4.77366	4.632059	4.831113	4.820414	4.752805	4.474551	4.81236	4.693422	4.081706	5.183107	4.655173	4.68659	4.354161	4.585336	4.22839	5.408468	4.650501	4.679319	4.570694	4.98433	4.771834	5.119422	5.126098	4.425543	4.599985	5.021618	4.838543	4.226792	4.68183	5.011384	5.008009	4.679799	4.750113	4.312292	4.705876	4.730526	4.333297	4.779153	4.473086	4.476412	4.841719	4.539838	4.794129	4.638736	5.150059	4.411727	5.456147	4.942265	4.562448	4.782991	5.063435	5.064735	4.119857	4.354173	4.500788	4.742047	4.247704	4.156797	5.037136	3.939237	4.505971	4.933527	4.612172	4.22299	4.582789	4.481676	4.381954	4.520121	4.168682	4.745425	5.367763	4.879321	4.572939	4.671069	4.13874	4.68342	4.976907	4.333466	4.37176	4.543831	5.081107	4.825516	4.230052	4.447576	4.651695	4.792949	4.783993	4.180244	4.927657	4.877553	4.394567	4.488869	4.562009	4.453695	3.809271	4.834039	4.330666	5.073456	4.904745	5.078586	4.52281	4.68385	4.691034	4.502375	4.084525	4.094235	4.654525	4.592189	4.477554	4.771241	4.589703	4.78321	4.375659	4.546701	4.589065	4.692391	4.539302	4.88894	4.561141	4.636745	4.593496	4.208066	4.723643	4.456125	4.892835	4.280245	4.329771	5.253363	4.600438	4.203016	4.03666	4.973646	4.321813	4.921569	4.739736	4.414188	4.780607	4.865643	5.576393	4.698413	4.16122	5.305206	4.843821	4.782029	4.705658	4.835508	5.055974	4.340708	4.780537	5.082062	4.680535	4.540947	4.914469	4.808671	5.284679	4.35669	4.634603	4.721597	4.83803	4.910705	4.346429	4.35007	5.088889	4.695225	4.07636	4.934675	3.943631	4.199351	5.136395	4.262699	4.621879	5.210578	4.468063	5.019234	4.921861	4.990846	4.40366	5.349886	4.921073	4.912166	4.539821	4.681699	4.722862	4.603941	4.056641	4.412215	4.251001	4.687961	5.048075	4.583559	5.135415	4.754083	4.834438	4.171419	4.519889	5.07322	4.273397	4.90446	5.042837	4.328167	4.628945	4.425528	5.033759	4.483592	4.613802	4.606572	4.232371	4.759606	4.404427	4.723396	4.227728	4.443084	4.534254	4.820728	4.588674	5.006044	4.463394	4.830382	4.198926	4.717468	4.44848	4.511096	4.88073	4.140721	4.230866	4.743805	5.014141	5.596391
NUP43	7.856009	8.068733	8.052708	7.733426	8.383485	8.178757	8.001593	8.02008	7.996661	8.241452	7.860261	7.546203	8.169729	8.067187	7.559971	7.898156	7.937063	7.838642	7.400408	7.990767	7.770255	7.700609	7.755032	8.034941	7.582816	7.567975	8.026543	7.685589	7.939675	8.081683	7.742912	7.569224	8.100405	8.49346	8.093307	7.516124	7.914288	8.091272	7.917748	8.003819	8.283546	7.729431	7.925872	7.898568	7.85274	7.712273	7.928405	7.971412	7.96724	7.902664	8.014626	7.459711	7.490564	7.564197	7.60498	8.160769	7.989832	7.949459	8.054893	7.690013	8.147253	7.650936	7.751796	7.638555	8.138328	7.974037	7.87542	7.781861	7.807075	8.336606	8.403058	7.365218	7.610238	8.374382	8.303504	7.854493	8.068716	8.118733	7.932163	7.090797	7.827814	7.784736	7.982925	7.835777	7.42884	8.122717	7.94874	8.010703	7.999305	7.833749	7.946321	7.987093	7.791131	7.471124	7.418297	8.2091	9.176955	8.130807	8.336331	7.948168	8.073994	7.929395	7.562888	7.713804	8.112673	7.874674	7.54239	7.978323	8.532102	7.932002	8.047197	8.132299	8.045638	7.933829	7.77788	8.229848	8.321242	7.852198	7.795457	7.861374	7.983992	8.140285	7.868385	7.167823	8.15548	8.451424	7.747583	8.676295	7.869485	7.604493	7.480502	7.881987	7.830701	7.917241	7.803196	7.56999	7.604884	7.751599	7.429473	7.973256	8.034947	8.209586	7.56443	8.236992	7.643711	7.91951	7.602203	7.909234	7.486327	7.776752	8.091842	7.787148	7.871627	7.862996	7.38462	8.263303	8.007585	7.843355	8.161281	7.973383	7.470152	8.039342	7.411394	7.563024	7.914073	7.41439	8.335724	7.411559	8.009466	8.100561	7.988647	8.062385	8.045844	7.75603	7.596315	8.437833	8.045921	7.807347	7.948818	7.571075	8.156164	7.489779	8.5869	7.86689	8.062995	7.703059	7.181081	8.449384	7.627901	7.808974	7.644397	7.911086	7.719729	7.986862	7.989751	7.964703	8.123914	8.001982	7.98706	7.547636	7.920888	7.968395	7.956381	8.437712	7.757599	7.500733	7.89317	7.44561	7.929389	8.052309	8.085713	7.336929	8.263801	7.488658	8.035907	7.756543	7.442127	7.867505	7.044707	7.693094	8.228194	7.477433	8.049916	7.906953	8.052893	7.814075	7.704393	7.900282	7.799342	7.930587	8.225993	8.1362	7.649895	7.542777	7.672777	8.741154	8.057221	7.638322	8.003432	8.267155	7.855459	7.654888	7.637781	7.884621	7.939408	7.539849	8.34219	7.851603	7.958374
PARP12	7.848453	7.996557	8.634678	8.276266	8.69819	7.633875	7.624247	8.009317	8.23898	7.712898	8.305791	7.374081	7.705362	7.886976	8.02059	7.33522	7.957571	8.34096	7.747828	7.829892	8.029687	8.557743	7.899047	7.660471	8.043858	8.189239	7.665039	7.539093	7.68367	8.820223	7.818311	7.978435	8.482088	8.997049	8.334317	7.544037	8.00059	7.237164	8.022225	7.74991	8.018516	7.842924	7.962021	8.198351	8.612825	7.885149	7.97791	8.060224	8.630781	8.265828	8.239061	7.958739	8.70317	7.706195	8.247952	7.796893	7.140401	7.623717	8.037857	7.744957	7.757711	7.696681	8.232247	7.301224	7.57174	7.729582	7.46951	7.629625	7.183249	9.206864	7.889423	7.854906	7.996007	8.296319	7.950389	8.607998	8.416859	7.935467	8.334266	7.936047	8.869513	8.227002	7.525471	8.457019	7.882604	7.345329	7.87147	8.803533	8.153628	7.398268	7.722882	7.819703	7.959223	7.795772	8.246699	7.763096	7.713591	7.700401	7.597762	7.944484	7.624984	8.11222	7.744336	7.764117	7.859212	7.523828	7.819924	8.54497	7.911782	7.257657	7.621605	7.860095	8.794365	7.902179	8.101409	7.489135	7.332788	8.121441	8.476163	7.869935	7.701456	8.144926	7.217199	8.284171	8.272107	8.357705	8.475354	8.055474	7.871046	7.243749	7.622637	7.889612	7.719257	7.760114	7.468773	8.049415	7.683575	7.780821	7.614111	8.528831	7.392813	7.621253	7.823204	7.676791	7.987987	7.780699	7.615818	8.713724	8.416804	7.298385	7.754793	7.611198	8.093087	8.442873	9.487141	8.091977	8.614343	8.037345	8.109119	7.484865	8.251686	7.246081	7.958948	8.181761	7.98544	8.092222	7.362928	7.898132	8.272911	7.62338	8.187815	8.586964	7.482557	7.526159	8.061809	9.064514	7.690965	7.686106	7.486699	7.477303	8.068244	7.781938	8.643433	7.710598	7.790626	7.721646	7.962564	8.213482	8.622294	7.895625	7.326634	8.147779	7.621547	7.817756	7.812774	8.334255	7.796298	7.886521	7.679421	7.92964	8.34322	7.237076	8.173923	7.552171	8.296198	7.706146	7.998628	8.065689	8.390623	7.872965	8.135369	9.043806	8.137506	8.27722	8.091081	8.087409	7.897656	7.826443	8.376351	8.760331	8.306874	7.366392	7.741269	8.159204	7.94275	7.575158	8.316653	7.885014	7.667496	8.745244	8.062664	8.723181	7.323695	8.475962	7.90347	6.959858	7.678459	8.22356	7.836646	7.081333	7.777	8.320054	8.54127	7.836202	8.290768	8.722969	7.817666	8.074277	8.373287
PARP3	6.272769	5.369431	6.063178	5.919298	6.204356	6.232096	6.03404	7.014183	5.75142	5.877003	6.679311	5.015458	5.924669	6.5042	5.585623	6.471785	6.28425	5.171323	6.563323	6.170266	6.210051	6.570257	6.123996	6.301295	6.244064	6.676833	6.27053	6.446074	6.583196	5.891573	5.591345	5.51119	6.39479	5.881471	6.021407	6.438351	5.999559	6.323927	6.723171	5.896509	5.506778	6.154448	6.473115	6.083837	6.670373	6.467908	6.57712	6.137937	6.361207	6.567388	5.612762	5.974303	6.501746	4.689062	6.63145	6.789781	6.428226	6.032474	6.160073	6.783951	6.541092	6.806972	6.62678	6.332117	6.621164	6.244876	6.25117	6.451577	6.067566	6.250271	6.223614	6.20291	6.474277	6.417181	5.088684	6.384572	6.98777	6.50997	5.85141	5.968061	6.31308	5.424049	6.43998	6.425798	6.629999	6.417827	5.945159	6.293559	6.412028	5.420765	6.099933	6.43149	6.104157	6.387837	6.353471	6.939297	6.50757	7.123983	6.693828	6.748333	6.665434	6.528134	6.170834	6.380277	6.456862	5.431648	6.457952	6.641198	6.766106	5.842659	6.022644	4.814547	6.293241	6.571402	6.606999	6.485005	6.306639	6.370148	6.168417	6.30381	6.134031	6.524386	6.141238	4.897362	5.621743	4.941413	6.398821	5.712991	6.762834	7.029255	6.872118	6.361415	6.208763	6.226388	6.680268	6.592741	6.459246	6.282992	6.376366	6.206023	6.422485	6.580609	6.749817	5.810045	6.151477	6.368717	6.01562	6.447141	6.619379	5.940595	6.637955	6.020104	6.311716	6.648118	6.841007	5.304883	6.328147	5.92224	5.308621	6.779014	6.265551	6.531556	6.297724	6.272947	4.733242	6.385336	6.521255	6.175023	6.547951	6.541768	5.800498	6.842835	6.287105	6.448727	6.235535	5.253613	6.315578	6.049071	6.462958	6.434179	6.505607	5.568695	5.854271	6.018853	6.663156	6.079278	5.939724	5.825784	6.699268	5.779839	6.265987	6.488405	6.216812	6.626744	6.040212	4.004743	6.286424	6.038456	5.630458	6.313762	6.223449	5.863458	6.729272	5.735969	6.192137	6.662358	6.506846	6.033287	6.558916	6.424137	5.920778	5.850325	5.649469	5.167743	5.594005	6.439614	6.022478	6.52012	6.291581	6.165335	5.920906	3.995836	6.152632	4.727865	6.270469	6.279908	6.224451	6.049486	5.993571	6.502492	6.172513	6.597949	6.059646	5.708161	6.56895	3.001817	6.525692	6.959466	6.310984	4.814359	6.061353	6.553299	5.787205	6.594896	5.88773	6.602389	5.980674	6.12772	6.375425
PDCD1	6.269115	5.908057	6.250164	6.195909	6.152632	6.054752	6.014256	5.7385	5.922741	5.746237	5.802409	6.159004	5.808257	6.083187	5.97516	5.259483	6.094086	6.335874	6.089893	5.515728	5.406731	6.237779	5.976755	5.720227	6.205341	6.112791	6.106645	5.906899	5.562174	6.075615	6.132916	6.064009	5.718225	6.084666	6.506319	5.367177	6.17357	6.263753	5.897895	6.011849	6.581371	6.05163	5.990819	5.460153	6.348606	5.978608	5.921713	6.253608	5.846377	6.280506	6.020902	5.990197	5.996271	5.670015	5.986482	5.972282	6.430881	5.744844	6.018464	5.968179	6.465633	5.849322	6.088711	6.050961	5.614954	6.439576	6.26279	5.63627	6.122715	5.858881	5.889347	5.829315	6.028581	5.901745	6.158608	6.073988	6.1641	6.0292	5.585205	5.919709	6.034699	6.393049	6.441873	6.026856	6.24641	6.122274	5.797265	6.273668	5.748277	5.829374	5.959231	6.127947	5.800858	5.846626	6.098885	5.894901	5.777162	6.249986	5.569375	5.894629	5.955919	5.51857	6.118164	6.1769	5.818169	5.817707	5.862515	6.077492	6.350776	5.876047	5.854837	5.950122	5.496229	6.085446	5.988074	5.793596	5.644963	6.133863	6.051539	5.769339	6.043015	5.865397	6.064724	5.681911	6.124095	6.155809	5.910187	5.663417	6.189795	6.008586	6.298461	5.919687	5.896669	5.836623	5.206059	5.890433	5.789597	5.917239	5.801521	6.098083	5.785545	5.910125	5.836555	5.844543	5.994147	6.088067	6.384216	6.173739	6.240625	5.878645	5.539917	5.849962	5.95376	5.565002	6.255648	6.056584	6.259038	6.245274	5.699452	5.945823	6.20425	5.731011	6.315952	6.296192	5.883109	6.187107	5.989513	6.137676	5.872385	6.132199	6.181121	6.215194	6.069766	6.156265	6.609812	6.312292	6.027988	5.884442	6.118189	6.270766	5.947416	6.306009	6.039005	5.946411	6.150575	6.460649	6.150308	6.149543	6.295958	6.046409	6.122203	6.24959	6.128295	6.075248	5.899998	6.023447	5.472326	5.921335	6.021764	6.183864	5.931797	5.627434	5.362836	6.11476	5.952807	6.120182	6.064429	5.728461	6.057011	5.93957	5.904409	6.210774	6.076782	6.204831	5.808192	5.839555	6.285875	5.512577	6.172116	6.377099	5.879401	6.113488	5.731712	6.02772	5.909756	6.428894	6.282815	6.20183	5.667175	6.210562	5.975565	6.244819	6.034389	6.111134	5.705897	6.041624	5.973202	5.557992	6.175116	6.435984	5.749361	6.056854	5.989285	6.059585	6.173375	6.168472	5.827686	6.419829	5.932406
PGAM1	8.546738	8.605382	9.615689	9.184765	9.299035	9.240671	8.751868	9.621023	9.434909	9.248695	9.149685	8.50733	8.800175	9.0904	9.07101	9.206512	9.030231	8.877317	8.916839	9.066277	9.367099	8.966669	9.166615	9.333179	9.244542	9.082925	9.437871	9.138238	9.233427	8.680649	8.910889	9.3255	9.188526	9.758947	9.327537	9.042752	8.287205	8.471144	9.300476	9.091808	9.385459	8.694499	9.068396	8.943748	9.262981	8.812343	8.801289	8.437748	8.764619	9.090194	9.474017	9.455176	9.41137	9.255056	9.263376	8.876466	8.756465	9.766268	9.347979	9.376558	8.826146	9.509695	8.860795	8.842089	9.010586	9.257371	8.88379	8.906558	8.830153	9.222627	9.09659	8.715214	8.841071	9.866554	9.341883	8.985811	9.7444	8.882359	8.804412	8.628488	9.47909	9.647783	9.089309	8.772924	9.49284	8.999859	9.380877	8.663332	8.802107	9.460939	9.154829	9.044239	8.238428	9.281627	9.850034	9.384218	9.216333	9.119343	9.342005	9.275341	9.04617	9.254564	9.32124	9.093999	9.400513	9.16487	8.834328	8.856009	8.957495	8.892484	8.386978	9.286718	9.670771	8.557406	8.889771	8.933503	9.207064	9.164683	9.621683	8.392602	9.001387	9.245078	9.093057	9.258455	9.331858	9.459429	9.648379	9.728835	9.325763	9.049331	9.321003	9.14184	8.657267	9.260574	9.072264	10.038634	8.507151	9.252848	9.1081	9.479063	8.844426	8.485702	9.179038	10.075412	9.165103	9.035115	8.73105	9.566554	8.482084	9.378776	8.652034	9.390826	8.668982	9.396444	9.354533	8.501345	9.133673	9.062556	9.652677	8.601366	8.418132	8.947018	8.098699	8.465448	9.131974	9.163967	9.015215	8.819422	9.314706	8.767308	9.044342	8.273803	8.341599	9.298934	8.780931	9.227018	8.773719	9.240115	9.166974	8.86258	8.379051	9.005447	8.779153	8.736028	8.867619	8.634113	8.866039	9.201055	9.006942	9.360463	8.849031	8.605554	8.502646	9.174526	9.298089	8.868127	8.951892	9.273863	9.432429	8.789659	8.773526	8.760426	9.423165	8.988053	9.691166	9.170266	8.931495	9.391233	9.01107	9.195396	9.677836	9.591161	8.778786	8.578667	9.532618	8.898594	8.397699	9.490179	9.75173	8.87123	9.469947	8.888695	9.639299	9.127953	9.356248	9.453778	9.622975	9.242287	9.256793	9.007793	9.079043	8.932612	9.11695	9.81924	8.884925	8.640782	8.843337	9.337268	9.545178	8.807602	8.842632	9.500376	9.559576	8.216332	9.273604	8.997239	9.104851	8.951431	9.055596
